Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O,stockname
2019-10-22,38.85,39.75,38.2,39.1,39.2,16848.0,113.0,660379.0,12414.0,73.68,1.55,0.25,BOM500012
2019-10-18,39.85,39.95,38.5,38.8,38.9,33192.0,225.0,1291114.0,22439.0,67.6,1.45,-1.05,BOM500012
2019-10-17,37.5,39.85,37.5,39.1,39.24,10636.0,110.0,417326.0,8473.0,79.66,2.35,1.6,BOM500012
2019-10-16,39.25,39.8,38.25,39.45,38.9,10691.0,79.0,415878.0,8708.0,81.45,1.55,0.2,BOM500012
2019-10-15,38.35,39.95,37.3,39.25,38.49,17220.0,147.0,662783.0,12301.0,71.43,2.65,0.9,BOM500012
2019-10-14,39.0,39.0,37.65,37.8,38.14,10727.0,109.0,409148.0,7064.0,65.85,1.35,-1.2,BOM500012
2019-10-11,38.2,38.8,37.6,38.4,38.17,9235.0,98.0,352518.0,7917.0,85.73,1.2,0.2,BOM500012
2019-10-10,37.05,38.75,37.05,37.7,37.96,7649.0,54.0,290382.0,7087.0,92.65,1.7,0.65,BOM500012
2019-10-09,38.75,38.75,37.6,38.2,37.98,16887.0,110.0,641373.0,15307.0,90.64,1.15,-0.55,BOM500012
2019-10-07,37.4,39.0,37.4,37.9,38.37,33391.0,176.0,1281090.0,25722.0,77.03,1.6,0.5,BOM500012
2019-10-04,38.0,39.2,36.9,37.4,37.63,37134.0,218.0,1397333.0,25262.0,68.03,2.3,-0.6,BOM500012
2019-10-03,42.7,42.7,37.0,38.2,38.69,31595.0,213.0,1222299.0,21948.0,69.47,5.7,-4.5,BOM500012
2019-10-01,38.35,41.5,38.35,39.6,39.98,35291.0,183.0,1410929.0,25119.0,71.18,3.15,1.25,BOM500012
2019-09-30,41.0,41.3,40.5,40.8,40.72,9300.0,89.0,378725.0,7374.0,79.29,0.8,-0.2,BOM500012
2019-09-27,42.0,43.2,41.3,41.45,42.15,22083.0,153.0,930843.0,16652.0,75.41,1.9,-0.55,BOM500012
2019-09-26,42.0,42.9,41.65,41.75,42.0,14131.0,123.0,593509.0,11370.0,80.46,1.25,-0.25,BOM500012
2019-09-25,43.15,43.5,42.25,42.6,42.74,9376.0,79.0,400715.0,7747.0,82.63,1.25,-0.55,BOM500012
2019-09-24,43.55,43.55,42.45,43.35,42.97,17732.0,145.0,761929.0,9302.0,52.46,1.1,-0.2,BOM500012
2019-09-23,43.0,44.3,43.0,43.5,43.55,28090.0,209.0,1223288.0,15341.0,54.61,1.3,0.5,BOM500012
2019-09-20,40.55,44.0,40.3,42.55,42.46,54161.0,309.0,2299601.0,31625.0,58.39,3.7,2.0,BOM500012
2019-09-19,41.6,41.85,40.25,40.6,40.76,13083.0,127.0,533282.0,9752.0,74.54,1.6,-1.0,BOM500012
2019-09-18,42.95,42.95,41.6,41.8,42.19,8305.0,100.0,350357.0,6790.0,81.76,1.35,-1.15,BOM500012
2019-09-17,44.25,44.95,42.0,42.15,42.92,28036.0,191.0,1203201.0,24680.0,88.03,2.95,-2.1,BOM500012
2019-09-16,41.5,45.0,41.5,44.25,43.4,63403.0,282.0,2751646.0,43892.0,69.23,3.5,2.75,BOM500012
2019-09-13,42.0,42.95,41.7,42.6,42.37,21770.0,127.0,922329.0,16464.0,75.63,1.25,0.6,BOM500012
2019-09-12,40.5,43.0,40.5,42.25,42.24,53777.0,253.0,2271631.0,40031.0,74.44,2.5,1.75,BOM500012
2019-09-11,38.75,41.0,38.3,40.2,39.98,40176.0,236.0,1606262.0,29319.0,72.98,2.7,1.45,BOM500012
2019-09-09,38.3,39.05,37.05,38.9,38.55,20500.0,134.0,790219.0,15110.0,73.71,2.0,0.6,BOM500012
2019-09-06,38.45,39.4,37.6,38.3,38.29,34742.0,167.0,1330270.0,21266.0,61.21,1.8,-0.15,BOM500012
2019-09-05,39.0,40.35,37.7,38.3,38.37,25827.0,170.0,990997.0,18004.0,69.71,2.65,-0.7,BOM500012
2019-09-04,39.25,40.4,38.75,38.8,39.16,17068.0,98.0,668460.0,13728.0,80.43,1.65,-0.45,BOM500012
2019-09-03,40.85,40.85,39.15,39.45,40.01,15664.0,94.0,626738.0,12774.0,81.55,1.7,-1.4,BOM500012
2019-08-30,40.35,41.0,40.0,40.5,40.41,6745.0,76.0,272556.0,5136.0,76.15,1.0,0.15,BOM500012
2019-08-29,40.45,41.35,40.0,40.35,40.45,6707.0,55.0,271308.0,4366.0,65.1,1.35,-0.1,BOM500012
2019-08-28,40.5,41.5,39.0,40.45,40.18,10906.0,85.0,438201.0,8194.0,75.13,2.5,-0.05,BOM500012
2019-08-27,40.7,41.95,38.8,41.3,40.37,32929.0,222.0,1329418.0,26250.0,79.72,3.15,0.6,BOM500012
2019-08-26,40.05,42.0,38.1,39.2,39.57,29275.0,181.0,1158476.0,18749.0,64.04,3.9,-0.85,BOM500012
2019-08-23,39.45,40.0,36.0,39.2,38.51,35086.0,219.0,1351237.0,23133.0,65.93,4.0,-0.25,BOM500012
2019-08-22,39.95,39.95,36.2,37.4,37.47,24980.0,228.0,936118.0,16016.0,64.12,3.75,-2.55,BOM500012
2019-08-21,41.0,41.0,38.05,39.2,39.38,16817.0,122.0,662290.0,14390.0,85.57,2.95,-1.8,BOM500012
2019-08-20,40.55,41.75,39.3,40.05,40.18,17375.0,158.0,698136.0,14420.0,82.99,2.45,-0.5,BOM500012
2019-08-19,40.95,42.5,40.75,41.3,41.42,12029.0,110.0,498198.0,8206.0,68.22,1.75,0.35,BOM500012
2019-08-16,41.25,41.25,40.1,40.65,40.36,14209.0,130.0,573503.0,10979.0,77.27,1.15,-0.6,BOM500012
2019-08-14,40.5,41.6,40.0,40.75,40.73,20758.0,127.0,845419.0,12846.0,61.88,1.6,0.25,BOM500012
2019-08-13,43.05,43.75,40.55,41.0,42.15,17258.0,164.0,727352.0,13813.0,80.04,3.2,-2.05,BOM500012
2019-08-09,42.85,43.5,41.8,43.1,42.84,22316.0,152.0,956006.0,15360.0,68.83,1.7,0.25,BOM500012
2019-08-08,42.45,42.7,41.5,42.2,42.0,30141.0,101.0,1265919.0,26174.0,86.84,1.2,-0.25,BOM500012
2019-08-07,41.5,43.0,41.5,42.0,42.16,46795.0,190.0,1973088.0,39414.0,84.23,1.5,0.5,BOM500012
2019-08-06,42.0,43.45,40.25,42.05,42.36,23503.0,192.0,995601.0,16570.0,70.5,3.2,0.05,BOM500012
2019-08-05,41.55,42.8,40.0,42.05,41.22,47402.0,431.0,1953836.0,34769.0,73.35,2.8,0.5,BOM500012
2019-08-02,45.5,45.5,42.15,44.7,44.22,34840.0,196.0,1540715.0,27783.0,79.74,3.35,-0.8,BOM500012
2019-08-01,42.95,45.05,41.9,44.55,43.4,28261.0,191.0,1226546.0,20834.0,73.72,3.15,1.6,BOM500012
2019-07-31,39.25,42.4,39.2,41.9,41.28,29336.0,186.0,1210917.0,23231.0,79.19,3.2,2.65,BOM500012
2019-07-30,43.9,43.95,39.9,40.4,40.98,67059.0,316.0,2747923.0,47599.0,70.98,4.05,-3.5,BOM500012
2019-07-29,45.0,45.9,42.55,43.4,44.14,22406.0,161.0,989072.0,19772.0,88.24,3.35,-1.6,BOM500012
2019-07-26,43.5,45.5,42.0,44.85,43.63,23545.0,203.0,1027297.0,15923.0,67.63,3.5,1.35,BOM500012
2019-07-25,44.7,44.7,42.15,42.55,42.89,33495.0,197.0,1436639.0,27299.0,81.5,2.55,-2.15,BOM500012
2019-07-24,45.0,45.0,42.4,43.3,43.46,34848.0,195.0,1514442.0,28684.0,82.31,2.6,-1.7,BOM500012
2019-07-23,47.8,47.8,44.0,44.15,44.86,54614.0,276.0,2450054.0,45827.0,83.91,3.8,-3.65,BOM500012
2019-07-22,47.7,47.7,45.3,45.6,45.69,17092.0,127.0,780877.0,11971.0,70.04,2.4,-2.1,BOM500012
2019-07-19,47.1,47.1,45.6,46.1,46.28,44254.0,259.0,2048163.0,33667.0,76.08,1.5,-1.0,BOM500012
2019-07-18,48.65,48.9,47.05,47.6,47.6,30367.0,175.0,1445494.0,20833.0,68.6,1.85,-1.05,BOM500012
2019-07-17,47.1,49.0,47.1,48.4,48.36,9176.0,92.0,443758.0,7333.0,79.91,1.9,1.3,BOM500012
2019-07-16,47.05,49.5,47.0,48.5,48.51,18834.0,143.0,913636.0,13414.0,71.22,2.5,1.45,BOM500012
2019-07-15,50.1,50.1,48.0,48.05,48.33,14279.0,185.0,690156.0,10739.0,75.21,2.1,-2.05,BOM500012
2019-07-12,49.65,50.5,48.6,49.5,49.71,13866.0,117.0,689318.0,11049.0,79.68,1.9,-0.15,BOM500012
2019-07-11,50.55,50.8,49.5,49.65,49.91,17785.0,193.0,887638.0,14366.0,80.78,1.3,-0.9,BOM500012
2019-07-10,51.25,51.9,50.4,50.6,50.91,9823.0,103.0,500087.0,7136.0,72.65,1.5,-0.65,BOM500012
2019-07-09,50.9,51.55,50.3,51.1,51.2,13853.0,137.0,709278.0,9379.0,67.7,1.25,0.2,BOM500012
2019-07-08,52.85,52.85,50.05,50.9,51.16,34269.0,231.0,1753237.0,24330.0,71.0,2.8,-1.95,BOM500012
2019-07-05,54.0,54.4,52.15,52.85,53.22,14502.0,127.0,771817.0,8660.0,59.72,2.25,-1.15,BOM500012
2019-07-04,52.05,55.0,52.05,53.5,54.06,40289.0,259.0,2178007.0,16954.0,42.08,2.95,1.45,BOM500012
2019-07-03,53.5,54.9,53.0,53.6,53.76,16383.0,191.0,880701.0,11415.0,69.68,1.9,0.1,BOM500012
2019-07-02,52.7,54.35,52.7,53.5,53.48,17993.0,127.0,962184.0,14241.0,79.15,1.65,0.8,BOM500012
2019-07-01,53.9,54.45,53.15,53.35,53.55,12020.0,125.0,643702.0,8920.0,74.21,1.3,-0.55,BOM500012
2019-06-28,55.4,55.4,53.4,53.9,54.09,17341.0,146.0,937994.0,14806.0,85.38,2.0,-1.5,BOM500012
2019-06-27,55.2,55.75,54.2,55.3,55.23,24200.0,160.0,1336471.0,20218.0,83.55,1.55,0.1,BOM500012
2019-06-26,54.9,55.25,53.5,54.25,54.3,26967.0,181.0,1464420.0,20830.0,77.24,1.75,-0.65,BOM500012
2019-06-25,54.55,55.5,54.5,54.85,54.89,7960.0,128.0,436942.0,6215.0,78.08,1.0,0.3,BOM500012
2019-06-24,54.55,55.9,54.5,55.35,55.43,19363.0,141.0,1073226.0,15647.0,80.81,1.4,0.8,BOM500012
2019-06-21,56.8,56.8,54.1,55.05,55.24,28622.0,212.0,1581183.0,16483.0,57.59,2.7,-1.75,BOM500012
2019-06-20,52.75,54.5,51.5,54.0,53.14,36573.0,215.0,1943507.0,28879.0,78.96,3.0,1.25,BOM500012
2019-06-19,53.05,54.6,52.5,52.7,53.35,38606.0,303.0,2059746.0,27661.0,71.65,2.1,-0.35,BOM500012
2019-06-18,55.8,55.8,53.3,54.1,54.2,29032.0,256.0,1573614.0,19288.0,66.44,2.5,-1.7,BOM500012
2019-06-17,56.0,56.0,54.05,54.7,54.72,26616.0,287.0,1456295.0,18458.0,69.35,1.95,-1.3,BOM500012
2019-06-14,57.95,57.95,55.0,55.8,55.82,38439.0,316.0,2145571.0,26810.0,69.75,2.95,-2.15,BOM500012
2019-06-13,58.7,58.7,56.05,56.65,56.61,27238.0,267.0,1541813.0,20810.0,76.4,2.65,-2.05,BOM500012
2019-06-12,59.8,59.8,56.0,56.75,57.08,43176.0,583.0,2464657.0,26416.0,61.18,3.8,-3.05,BOM500012
2019-06-11,56.7,57.95,56.1,57.35,57.13,86513.0,910.0,4942673.0,60441.0,69.86,1.85,0.65,BOM500012
2019-06-10,56.55,56.7,55.05,55.9,55.76,47957.0,307.0,2673955.0,30531.0,63.66,1.65,-0.65,BOM500012
2019-06-07,54.25,55.45,54.0,54.65,54.53,15190.0,137.0,828300.0,11770.0,77.49,1.45,0.4,BOM500012
2019-06-06,55.75,55.75,54.2,54.5,55.01,23012.0,202.0,1265997.0,19642.0,85.36,1.55,-1.25,BOM500012
2019-06-04,56.0,56.6,55.25,55.75,55.88,47033.0,235.0,2628135.0,38017.0,80.83,1.35,-0.25,BOM500012
2019-06-03,57.8,58.2,55.95,56.15,56.55,47447.0,266.0,2683037.0,32736.0,68.99,2.25,-1.65,BOM500012
2019-05-31,59.5,60.2,56.5,57.75,58.29,33324.0,228.0,1942418.0,25163.0,75.51,3.7,-1.75,BOM500012
2019-05-30,60.1,61.95,59.0,59.4,60.1,32672.0,216.0,1963579.0,23878.0,73.08,2.95,-0.7,BOM500012
2019-05-29,57.7,62.2,55.6,60.15,60.33,109990.0,652.0,6635701.0,66985.0,60.9,6.6,2.45,BOM500012
2019-05-28,59.85,61.5,57.0,57.7,58.91,90933.0,416.0,5356636.0,70926.0,78.0,4.5,-2.15,BOM500012
2019-05-27,64.0,67.5,58.0,59.1,61.86,321127.0,1045.0,19864136.0,234235.0,72.94,9.5,-4.9,BOM500012
2019-05-24,62.0,62.95,58.5,62.15,61.39,148467.0,502.0,9114716.0,112563.0,75.82,4.45,0.15,BOM500012
2019-05-23,60.4,63.65,59.5,60.0,61.42,116791.0,542.0,7173494.0,82766.0,70.87,4.15,-0.4,BOM500012
2019-05-22,55.95,62.4,53.4,60.4,58.15,200286.0,741.0,11647411.0,150731.0,75.26,9.0,4.45,BOM500012
2019-05-21,53.85,54.9,53.3,53.8,54.07,31419.0,133.0,1698855.0,25127.0,79.97,1.6,-0.05,BOM500012
2019-05-20,53.0,54.95,52.75,54.45,53.9,46496.0,248.0,2506017.0,32703.0,70.34,2.2,1.45,BOM500012
2019-05-17,50.9,52.5,49.7,51.8,51.47,42127.0,184.0,2168367.0,34082.0,80.9,2.8,0.9,BOM500012
2019-05-16,51.8,51.8,48.55,50.05,49.73,23575.0,102.0,1172450.0,18885.0,80.11,3.25,-1.75,BOM500012
2019-05-15,49.35,50.5,49.25,49.45,49.82,15309.0,111.0,762649.0,11694.0,76.39,1.25,0.1,BOM500012
2019-05-14,49.05,49.9,48.9,49.5,49.34,10478.0,99.0,516933.0,7315.0,69.81,1.0,0.45,BOM500012
2019-05-13,51.0,51.0,49.6,49.75,50.01,13997.0,112.0,700053.0,12417.0,88.71,1.4,-1.25,BOM500012
2019-05-10,52.0,52.0,51.0,51.25,51.25,5553.0,68.0,284605.0,3987.0,71.8,1.0,-0.75,BOM500012
2019-05-09,50.5,52.2,50.5,51.0,51.29,20433.0,120.0,1048108.0,15881.0,77.72,1.7,0.5,BOM500012
2019-05-08,52.2,52.7,51.0,51.25,51.68,31975.0,161.0,1652524.0,23632.0,73.91,1.7,-0.95,BOM500012
2019-05-07,53.35,53.9,50.45,52.35,52.82,21218.0,94.0,1120756.0,17815.0,83.96,3.45,-1.0,BOM500012
2019-05-06,53.1,54.4,53.1,53.95,53.9,19057.0,110.0,1027111.0,14837.0,77.86,1.3,0.85,BOM500012
2019-05-03,53.1,53.85,53.05,53.45,53.3,13288.0,110.0,708198.0,9840.0,74.05,0.8,0.35,BOM500012
2019-05-02,54.0,54.25,53.0,53.3,53.28,32395.0,129.0,1725991.0,26165.0,80.77,1.25,-0.7,BOM500012
2019-04-30,54.35,54.65,53.1,53.65,53.78,20176.0,589.0,1085041.0,14221.0,70.48,1.55,-0.7,BOM500012
2019-04-26,54.55,54.95,54.2,54.3,54.43,14892.0,76.0,810522.0,12341.0,82.87,0.75,-0.25,BOM500012
2019-04-25,55.45,55.45,54.3,54.4,54.71,10123.0,105.0,553867.0,7823.0,77.28,1.15,-1.05,BOM500012
2019-04-24,54.95,55.85,54.15,55.5,54.72,14946.0,129.0,817781.0,10313.0,69.0,1.7,0.55,BOM500012
2019-04-23,55.1,56.0,54.1,54.75,54.88,13462.0,120.0,738856.0,10101.0,75.03,1.9,-0.35,BOM500012
2019-04-22,56.0,56.0,55.1,55.1,55.31,23345.0,110.0,1291247.0,18628.0,79.79,0.9,-0.9,BOM500012
2019-04-18,55.7,56.3,55.1,56.05,55.64,26999.0,151.0,1502301.0,20659.0,76.52,1.2,0.35,BOM500012
2019-04-16,55.55,56.65,55.2,55.7,55.67,15109.0,115.0,841108.0,10824.0,71.64,1.45,0.15,BOM500012
2019-04-15,54.9,56.7,54.9,55.55,55.98,13518.0,115.0,756721.0,11432.0,84.57,1.8,0.65,BOM500012
2019-04-12,56.0,56.05,55.0,55.75,55.36,31953.0,149.0,1768892.0,22874.0,71.59,1.05,-0.25,BOM500012
2019-04-11,55.5,56.1,55.0,55.15,55.4,20337.0,149.0,1126688.0,11451.0,56.31,1.1,-0.35,BOM500012
2019-04-10,56.0,56.8,55.15,56.05,55.92,18611.0,121.0,1040805.0,14248.0,76.56,1.65,0.05,BOM500012
2019-04-09,56.5,57.3,55.75,56.2,56.27,21416.0,112.0,1204973.0,17133.0,80.0,1.55,-0.3,BOM500012
2019-04-08,57.2,57.6,56.1,57.0,57.07,14375.0,113.0,820341.0,11586.0,80.6,1.5,-0.2,BOM500012
2019-04-05,57.0,58.0,56.6,57.1,57.17,29422.0,145.0,1682057.0,22562.0,76.68,1.4,0.1,BOM500012
2019-04-04,56.5,57.5,55.0,56.6,56.73,11712.0,78.0,664396.0,10289.0,87.85,2.5,0.1,BOM500012
2019-04-03,56.5,58.0,56.4,56.95,57.36,42069.0,179.0,2413160.0,32929.0,78.27,1.6,0.45,BOM500012
2019-04-02,57.4,57.4,56.0,56.35,56.52,25733.0,141.0,1454485.0,18203.0,70.74,1.4,-1.05,BOM500012
2019-04-01,55.9,57.8,54.65,56.0,56.39,40089.0,210.0,2260769.0,29451.0,73.46,3.15,0.1,BOM500012
2019-03-29,53.65,55.2,53.65,54.65,54.8,41436.0,154.0,2270649.0,36896.0,89.04,1.55,1.0,BOM500012
2019-03-28,55.7,55.7,54.2,54.8,54.88,38216.0,158.0,2097243.0,25415.0,66.5,1.5,-0.9,BOM500012
2019-03-27,54.25,56.4,53.0,54.1,54.05,102362.0,427.0,5532748.0,85212.0,83.25,3.4,-0.15,BOM500012
2019-03-26,55.25,57.6,54.0,55.45,55.02,80675.0,342.0,4438788.0,65237.0,80.86,3.6,0.2,BOM500012
2019-03-25,57.4,58.7,55.0,55.2,56.16,63989.0,251.0,3593313.0,55985.0,87.49,3.7,-2.2,BOM500012
2019-03-22,58.0,58.25,56.55,57.4,57.26,30663.0,197.0,1755830.0,22592.0,73.68,1.7,-0.6,BOM500012
2019-03-20,58.95,59.7,57.6,58.4,58.23,21933.0,124.0,1277177.0,17394.0,79.31,2.1,-0.55,BOM500012
2019-03-19,57.5,58.95,57.5,58.35,58.21,18470.0,158.0,1075054.0,12493.0,67.64,1.45,0.85,BOM500012
2019-03-18,59.9,59.9,58.0,58.1,58.69,45433.0,178.0,2666283.0,34527.0,76.0,1.9,-1.8,BOM500012
2019-03-15,59.45,60.4,58.5,58.95,59.68,70011.0,257.0,4178459.0,55929.0,79.89,1.9,-0.5,BOM500012
2019-03-14,60.4,60.4,58.3,58.45,58.73,33705.0,171.0,1979394.0,27553.0,81.75,2.1,-1.95,BOM500012
2019-03-13,59.7,60.5,58.9,59.4,59.55,36354.0,178.0,2164944.0,29450.0,81.01,1.6,-0.3,BOM500012
2019-03-12,59.05,60.5,59.0,59.75,60.0,48709.0,243.0,2922699.0,40669.0,83.49,1.5,0.7,BOM500012
2019-03-11,57.0,60.0,57.0,59.35,59.48,45314.0,240.0,2695195.0,37971.0,83.8,3.0,2.35,BOM500012
2019-03-08,58.05,58.85,57.0,57.4,57.67,33414.0,173.0,1926978.0,26137.0,78.22,1.85,-0.65,BOM500012
2019-03-07,59.0,59.75,58.0,58.5,58.85,46432.0,227.0,2732723.0,33873.0,72.95,1.75,-0.5,BOM500012
2019-03-06,58.65,59.5,57.5,58.8,58.68,65356.0,299.0,3834937.0,54644.0,83.61,2.0,0.15,BOM500012
2019-03-05,55.4,58.5,54.05,58.1,57.47,96014.0,429.0,5517946.0,72589.0,75.6,4.45,2.7,BOM500012
2019-03-01,53.65,55.8,53.65,54.9,54.68,38093.0,202.0,2082935.0,27347.0,71.79,2.15,1.25,BOM500012
2019-02-28,54.1,54.85,53.6,53.9,54.08,21853.0,139.0,1181741.0,17748.0,81.22,1.25,-0.2,BOM500012
2019-02-27,55.0,56.0,53.0,54.25,54.69,37197.0,212.0,2034138.0,28515.0,76.66,3.0,-0.75,BOM500012
2019-02-26,55.0,55.9,52.6,54.6,54.32,34424.0,225.0,1869875.0,24137.0,70.12,3.3,-0.4,BOM500012
2019-02-25,54.95,56.7,54.6,56.25,55.6,41646.0,175.0,2315565.0,26304.0,63.16,2.1,1.3,BOM500012
2019-02-22,55.75,55.9,54.45,55.45,55.05,48003.0,227.0,2642710.0,40401.0,84.16,1.45,-0.3,BOM500012
2019-02-21,56.75,56.75,54.0,55.5,55.5,25974.0,184.0,1441578.0,17181.0,66.15,2.75,-1.25,BOM500012
2019-02-20,53.0,56.0,52.2,54.9,54.04,83273.0,420.0,4499953.0,54293.0,65.2,3.8,1.9,BOM500012
2019-02-19,50.0,52.9,50.0,51.7,51.86,44957.0,196.0,2331600.0,30418.0,67.66,2.9,1.7,BOM500012
2019-02-18,51.5,51.5,50.0,50.3,50.47,13997.0,112.0,706482.0,11344.0,81.05,1.5,-1.2,BOM500012
2019-02-15,50.5,51.95,50.5,51.4,51.41,37528.0,200.0,1929424.0,27450.0,73.15,1.45,0.9,BOM500012
2019-02-14,50.7,51.9,47.75,51.0,50.47,62445.0,268.0,3151367.0,35971.0,57.6,4.15,0.3,BOM500012
2019-02-13,51.8,51.95,50.1,50.65,50.85,36953.0,156.0,1879095.0,23744.0,64.25,1.85,-1.15,BOM500012
2019-02-12,52.0,52.0,49.05,50.8,50.68,76257.0,276.0,3864649.0,57384.0,75.25,2.95,-1.2,BOM500012
2019-02-11,51.0,52.9,49.0,50.2,50.27,86979.0,322.0,4372165.0,71438.0,82.13,3.9,-0.8,BOM500012
2019-02-08,52.0,52.75,48.0,51.35,51.04,260960.0,1068.0,13318553.0,188073.0,72.07,4.75,-0.65,BOM500012
2019-02-07,56.9,58.5,55.5,56.15,56.75,37695.0,291.0,2139073.0,23706.0,62.89,3.0,-0.75,BOM500012
2019-02-06,55.15,57.0,52.9,55.5,54.36,72111.0,371.0,3919940.0,41997.0,58.24,4.1,0.35,BOM500012
2019-02-05,56.0,56.5,51.5,55.4,55.25,54021.0,254.0,2984731.0,41442.0,76.71,5.0,-0.6,BOM500012
2019-02-04,58.25,59.5,55.15,56.4,57.14,42486.0,188.0,2427567.0,37125.0,87.38,4.35,-1.85,BOM500012
2019-02-01,58.4,58.4,56.0,57.7,57.26,41351.0,267.0,2367774.0,36349.0,87.9,2.4,-0.7,BOM500012
